Logradouro,Endereço,Numero,Complemento,Bairro,Cidade,Estado,Região,País,CEP,Endereço completo,Latitude,Longitude
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,Av. Washington Soares 85 Loja2|Am 120/121 A/B/C/D/E - Edson Queiroz - CEP 60811-340,,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Av. Carapinima, 2200 | ilhas de n.º 001 e 002 | 2º Piso - Benfica - CEP 60015-290",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Av. Washington Soares, 3690  Loja 5  Piso Térreo - Água Fria - CEP 60830-641",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Av. Dom Luís, 500 - Aldeota - CEP 60160-230",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Av. Washington Soares, 4335 - Sapiranga - CEP 60833-005",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Avenida Professor Gomes de Matos, 1703 - Montese - CEP 60410-001",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Av. Dom Luís, 1.200 - Meireles - CEP 60160-230",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Av Bezerra de Menezes, 871 - Parquelândia - CEP 60325-000",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Rua ""G"" (Loteamenteo Prq. Montenegro I) n.º 200 - Parque Dois Irmãos - CEP 60761-285",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Av. Frei Cirilo, 3916 - Messejana, Fortaleza - CE, 60864-190",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,Rua Francisco Sá n.º 3780 Loja n.º 1 - Carlito Pamplona - CEP60310-052,,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Rua Coronel Ernesto Matos, 496 - Messejana - CEP 60840-350",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Av. Dom Luis, 1400 - Meireles - CEP 60160-230",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Av. Antônio Sales, 3031 - Dionísio Torres - CEP 60135-102",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,Avenida Dedé Brasil nº 4820 Loja C - Itaperi - CEP 60714-242,,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,Avenida Lineu Machado nº 419  Espaço Comercial  nº 2042  - Jóquei Clube - CEP 60520-101,,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,Rua Germano Franck nº 300 - Parangaba - CEP 60740-020,,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Rua Desembargador Lauro Nogueira, 1355; Papicu - Piso L1 - Salão Comercial nº 1055 - Fortaleza / CE CEP: 60.176-065",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Rua General Sampaio, 1148 - Centro, Fortaleza - CE - CEP 60020-030",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Avenida Sargento Hermínio Sampaio, 3100, LUC 2072/2073 - Piso L2, Presidente Kennedy - Fortaleza - CE - CEP 60320-504",,
,,,,,Horizonte,Rio de Janeiro,,Brasil,,AV. PRESIDENTE CASTELO BRANCO 04423 - CENTRO CEP 62880-381,,
,,,,,Iguatu,Rio de Janeiro,,Brasil,,"Av. Agenor Araújo nº 440 e 448 e Rua Floriano Peixoto ,275, 281 e 465 - Centro - Iguatu/CE - CEP: 63500-110",,
,,,,,Itapipoca,Rio de Janeiro,,Brasil,,"Avenida Anastácio Braga nº 1100 
Bairro: Centro - Itapipoca / CE CEP: 62500-000",,
,,,,,Juazeiro do Norte,Rio de Janeiro,,Brasil,,"Av. Padre Cícero, 2555 Lojas 110, 111, 112, 113 e 114 | Piso Térreo - Triângulo - CEP 63041-140",,
,,,,,Juazeiro do Norte,Rio de Janeiro,,Brasil,,"Rua do Cruzeiro, 135 - Centro - CEP 63010-070",,
,,,,,Maracanaú,Rio de Janeiro,,Brasil,,"Av. Senador Carlos Jereissati, 100, 1º Piso ArcoS 106, 107, 110, 111 e 112 - Jaçanau - CEP 61900-010",,
,,,,,Maranguape,Rio de Janeiro,,Brasil,,"Maranguape Shopping Mall
Rua Coronel Antônio Botelho de Sousa, nº 254 – LUC 100 e Avenida Dr. Roberto Calmon, nº 140
Bairro: Centro – Maranguape / CE
CEP: 61940-005",,
,,,,,Pacajus,Rio de Janeiro,,Brasil,,"Rua Tenente Joaquim Nogueira de Queiroz, 259  - Centro - Pacajus - CE",,
,,,,,Quixadá,Rio de Janeiro,,Brasil,,Rua Epitácio Pessoa n.º 1250 - Quixadá - CEP 63900-000,,
,,,,,Sobral,Rio de Janeiro,,Brasil,,"R. Ernesto Deocleciano, 622 - Centro - CEP 62011-050",,
,,,,,Sobral,Rio de Janeiro,,Brasil,,"Rua Monsenhor Aloisio Pinto nº 300, Loja 60 (Piso Térreo) - Bairro Dom Expedito - SOBRAL / CE. - CEP 62050-255",,
,,,,,Tauá,Rio de Janeiro,,Brasil,,"Rua Dondon Feitosa, 372 - Tauá - CE - CEP 63660-000",,
,,,,,Tianguá,Rio de Janeiro,,Brasil,,Avenida Prefeito Jacques Nunes  n.º 266 - Centro - CEP 62320-000,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,SCS | Q4 Bl.A 11 - Asa Sul - CEP 70304-000,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"CSA 1 | Lotes 02,03,04,16 e17 - Taguatinga Sul - CEP 72015-015",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"SC/Norte Quadra 05, BL A  Loja 200 1º subsolo B - Asa Norte - CEP 70715-900",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,SAISO ÁREA 6580 Loja 214 - Guara I - CEP 71219-900,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,Rua 210 | QS 01 | Lote 40 | Lojas 2006/2010 - Águas Claras - CEP 72030-110,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,SDN CNB | Loja S 132 | Pavimento Térreo - Asa Norte - CEP 70077-900,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"Av Recanto das Emas, Quadra 103, Lotes 3 e 4, Loja 01 - Recanto das Emas - CEP 72610-321",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,Setor de Habilitações Coletivas (SHC) | área octogonal | entrequadras 2/8 | lote - Octogonal - CEP 70640-000,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"Setor Comercial Sul, Qd 7, Bloco A, 1º. Subsolo, Loja 35 - Asa Sul - CEP 70307-902",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"Av. das Araucárias Lts. 1835, 1905, 1955 e 2005 | Lojas 200 A, 200 B e 241 - Águas Claras - CEP 72030-100",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"Quadra 14, Áreas Especiais 3 e 4, Lojas nºs. 69 e 70 | Térreo - Sobradinho - CEP 73050-140",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"CSB  02, Lotes 01/04, Lojas S|01 a S|07, Piso Subsolo - Centro - CEP 72015-525",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"SCC , lotes 01, 05 e 06 - Setor Central - CEP 72404-000",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"QN 318, conjunto 02, lote 01 - Samambaia do Sul - CEP  72308-702",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,SHD Projeção N - 1º andar - Planaltina - CEP 73310-200,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,QNM 12 (Via NM 12-A) lote 14 e QNM 12 (Via CNM - 02) lote 13 Ceilândia/DF - CEP: 72210-120,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"SHIN CA 01, Lote A, Bloco A Loja 22 - Lago Norte - CEP 71503-501",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,Setor Norte Comércio Local 114 - Lote D Salas 111 a 114 Santa Maria CEP 72544-204,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"Rua 13 Norte Lote 01 e 03, Rua 14 Norte Lotes 02 e 04 Lojas 54, 55, 62, 63 e 64 - Águas Claras - CEP 71909-720",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,SHIS CC QI 05 BOCO F LOJA 210 SUBSOLO PARTE - LAGO SUL  - CEP 71615-560,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"LUC nº 44 - Lote nº 5 - Rua 36 Norte
Bairro: Águas Claras - Brasília / DF CEP: 71900-100",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"SEP/Norte Qd 505, S/N Conj. D Lj 85 - Asa Norte - CEP 70730-544",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,COM. Residencial Q 506 Bl. A Lj Térreo 15 - Asa Sul - CEP 70350-515,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,SH/CLSW Bloco A Loja B 104 - Sudoeste - CEP 70670-531,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,SHI/Sul CL QI 17 Bl. H Lojas 113 a 116 - Lago Sul - CEP 71645-000,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,CND 9 LT 09 - CENTRO,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"Lote 615 - Setor Avenida Central Comércio Do Núcleo Bandeirante, Núcleo Bandeirante - Brasília - DF - CEP 73010-000",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"CNM - 01 (UM) Bloco D, Lote 01 - Centro - Ceilândia - DF, CEP 72215-504",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"LOTES nº 15 e 16 do bloco b, da quadra 16 do SCR/SUL, Brasília - DF - CEP 70329-900",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"QNM 34 Área Especial 01 Piso L1 Loja 113 Térreo
Bairro: Taguatinga Norte  - Brasília / DF CEP  72145-450",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,QI 01 LOTE 220 - Setor Leste Industrial do Gama - CEP 72135-010,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,CNB 12  Lote 10  Loja 01 - Taguatinga - CEP 72115-125,,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"Lote 01, conjunto ""02"", QN 304
Samambaia / DF",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"Lote 12 C - 02 - LOJAS 01, 02, 03 e 05 - Taguatinga, Brasília - DF - CEP 72115-903",,
,,,,,Brasília,Rio de Janeiro,,Brasil,,"Lote 1, conjunto D, quadra QS 412 - Centro - Samambaia - DF CEP 72320-556",,
,,,,,Aracruz,Rio de Janeiro,,Brasil,,"Avenida Florestal nº 555 Loja 52,  Âncora IV
Bairro: Segatto - Aracruz / ES CEP: 29192-900",,
,,,,,Cachoeiro de Itapemirim,Rio de Janeiro,,Brasil,,Av. Gov. Francisco Lacerda de Aguiar 138/140 - Gilberto Aguiar - CEP 29303-384,,
,,,,,Cachoeiro de Itapemirim,Rio de Janeiro,,Brasil,,Rua Bernardo Horta nº 227/241  LUC 1 - Guandu - CEP 29300-795,,
,,,,,Cachoeiro de Itapemirim,Rio de Janeiro,,Brasil,,"Rua 25 de Março, 33 a 45 - LUC 207 a 214 e Área Comum do Segundo
Pavimento - Centro - Cachoeiro de Itapemirim - ES - CEP 29300-100",,
,,,,,Cariacica,Rio de Janeiro,,Brasil,,"Av. Expedito Garcia,168 - Campo Grande - CEP 29146-201",,
,,,,,Cariacica,Rio de Janeiro,,Brasil,,"Rodovia BR-262. KM 05, 6555 - CEP 29145-910",,
,,,,,Guarapari,Rio de Janeiro,,Brasil,,Rua Joaquim da Silva Lima nº 167 - Centro - CEP 29200-260,,
,,,,,Linhares,Rio de Janeiro,,Brasil,,"Avenida Cerejeiras, 300 – LUC n.º 1113 - Movelar - CEP 29906-014",,
,,,,,Linhares,Rio de Janeiro,,Brasil,,"Avenida Comendador Rafael n.º 1324, Quadra 71, Lotes 2 e 3 - Centro - CEP 29900-052",,
,,,,,Nova Venécia,Rio de Janeiro,,Brasil,,"Av. Vitoria, 102 - Centro - Nova Venecia / ES CEP: 29830-000",,
,,,,,São Mateus,Rio de Janeiro,,Brasil,,Avenida Jose Tozzi n.º 1821 - Centro - CEP 29930-245,,
,,,,,Serra,Rio de Janeiro,,Brasil,,"Avenida João Palácios n.º 300
Salão de Uso Comercial (SUC) nº 110 A Piso L-1
Bairro: Eurico Salles - Serra / ES CEP:  29160-925",,
,,,,,Serra,Rio de Janeiro,,Brasil,,Av. Eudes Scherrer de Souza nº 1996 - Colina de Laranjeiras - CEP 29167-080,,
,,,,,Serra,Rio de Janeiro,,Brasil,,"Avenida Brasil, nº 10 - São Diogo II - CEP: 29163-165",,
,,,,,Serra,Rio de Janeiro,,Brasil,,Avenida Eldes Scherrer Souza nº 2.162  SUC’s 203 H/ I - Colina de Laranjeiras  -  CEP 29167-080,,
,,,,,Serra,Rio de Janeiro,,Brasil,,"Lote 17A da Quadra 5L - Parque Residencial Laranjeiras - Serra - ES
CEP 29166-837",,
,,,,,Vila Velha,Rio de Janeiro,,Brasil,,"Av. Carioca, 353 loja 07 - Praia da Costa - CEP 29101-950",,
,,,,,Vila Velha,Rio de Janeiro,,Brasil,,Avenida Carlos Lindenberg n.º 710 Loja 1 - 2º Pavimento - Glória - CEP 29122-036,,
,,,,,Vila Velha,Rio de Janeiro,,Brasil,,Rodovia do Sol n.º 5000 – Loja 1058 - Jockey de Itaparica - CEP 29103-900,,
,,,,,Vila Velha,Rio de Janeiro,,Brasil,,"Av. Luciano das Neves, 2418 - Centro - CEP:29100-200",,
,,,,,Cruzeiro do Sul,Rio Grande do Norte,,Brasil,,"Avenida Boulevard Thaumaturgo, 338 - Centro
Cruzeiro do Sul - AC - CEP 69980-000",,
,,,,,Rio Branco,Rio Grande do Norte,,Brasil,,"BR-364, n.º 1707 - CEP 69914-220",,
,,,,,Rio Branco,Rio Grande do Norte,,Brasil,,"Rua Rui Barbosa, 400 - Centro Rio Branco - AC - CEP 69900-084",,
,,,,,Arapiraca,Rio Grande do Norte,,Brasil,,Rua Quinze de Novembro nº 67 - Centro - CEP 57300-340,,
,,,,,Arapiraca,Rio Grande do Norte,,Brasil,,Rua Vicente Nunes de Albuquerque s/n. - Caititus  - CEP 57311-250,,
,,,,,Delmiro Gouveia,Rio Grande do Norte,,Brasil,,"Galpão 2 na Avenida Presidente Castelo Branco, 484 - Centro - Delmiro Gouveia -  AL - CEP 57480-000",,
,,,,,Maceió,Rio Grande do Norte,,Brasil,,"Rua Duque de Caxias, 1792 - Centro - CEP 57020-440",,
,,,,,Maceió,Rio Grande do Norte,,Brasil,,"Rua Gustavo Paiva, 2990 - Mangabeira - CEP 57032-000",,
,,,,,Maceió,Rio Grande do Norte,,Brasil,,"Avenida Fernandes Lima, 679 - Farol - CEP 57055-000",,
,,,,,Maceió,Rio Grande do Norte,,Brasil,,"Av. Juca Sampaio, 2178 - Barro Duro - CEP 57045-365",,
,,,,,Maceió,Rio Grande do Norte,,Brasil,,"Avenida Comendador Gustavo Paiva nº 5945 Lojas 1004, 1105 e 1006 - Cruz das Almas - CEP 57038-000",,
,,,,,Maceió,Rio Grande do Norte,,Brasil,,"R. Cincinato Pinto, 167 - Centro - Maceió - AL - CEP 57020-050",,
,,,,,Maceió,Rio Grande do Norte,,Brasil,,"Rua do Comércio, 173 - Térreo, primeiro andar - Centro, Maceió - AL - CEP 57020-000",,
,,,,,Penedo,Rio Grande do Norte,,Brasil,,"Rua Joaquim Nabuco, 113 - Centro Histórico, Penedo - AL - CEP 57200-000",,
,,,,,Rio Largo,Rio Grande do Norte,,Brasil,,Rua Dr. Manoel Oiticica nº 296 Bairro: Centro - Rio Largo / AL CEP: 57100-000,,
,,,,,Macapá,Rio Grande do Norte,,Brasil,,"Avenida Presidente Vargas, 341 térreo (sala 1) e 1º andar (sala 2) - Central - CEP  68900-070",,
,,,,,Macapá,Rio Grande do Norte,,Brasil,,Rodovia Juscelino Kubitschek n.º 100  - Loja nº 140 - Jardim Marco Zero -  CEP 68903-196,,
,,,,,Cruzeiro do Sul,Rio Grande do Sul,,Brasil,,"Avenida Boulevard Thaumaturgo, 338 - Centro
Cruzeiro do Sul - AC - CEP 69980-000",,
,,,,,Rio Branco,Rio Grande do Sul,,Brasil,,"BR-364, n.º 1707 - CEP 69914-220",,
,,,,,Rio Branco,Rio Grande do Sul,,Brasil,,"Rua Rui Barbosa, 400 - Centro Rio Branco - AC - CEP 69900-084",,
,,,,,Arapiraca,Rio Grande do Sul,,Brasil,,Rua Quinze de Novembro nº 67 - Centro - CEP 57300-340,,
,,,,,Arapiraca,Rio Grande do Sul,,Brasil,,Rua Vicente Nunes de Albuquerque s/n. - Caititus  - CEP 57311-250,,
,,,,,Delmiro Gouveia,Rio Grande do Sul,,Brasil,,"Galpão 2 na Avenida Presidente Castelo Branco, 484 - Centro - Delmiro Gouveia -  AL - CEP 57480-000",,
,,,,,Maceió,Rio Grande do Sul,,Brasil,,"Rua Duque de Caxias, 1792 - Centro - CEP 57020-440",,
,,,,,Maceió,Rio Grande do Sul,,Brasil,,"Rua Gustavo Paiva, 2990 - Mangabeira - CEP 57032-000",,
,,,,,Maceió,Rio Grande do Sul,,Brasil,,"Avenida Fernandes Lima, 679 - Farol - CEP 57055-000",,
,,,,,Maceió,Rio Grande do Sul,,Brasil,,"Av. Juca Sampaio, 2178 - Barro Duro - CEP 57045-365",,
,,,,,Maceió,Rio Grande do Sul,,Brasil,,"Avenida Comendador Gustavo Paiva nº 5945 Lojas 1004, 1105 e 1006 - Cruz das Almas - CEP 57038-000",,
,,,,,Maceió,Rio Grande do Sul,,Brasil,,"R. Cincinato Pinto, 167 - Centro - Maceió - AL - CEP 57020-050",,
,,,,,Maceió,Rio Grande do Sul,,Brasil,,"Rua do Comércio, 173 - Térreo, primeiro andar - Centro, Maceió - AL - CEP 57020-000",,
,,,,,Penedo,Rio Grande do Sul,,Brasil,,"Rua Joaquim Nabuco, 113 - Centro Histórico, Penedo - AL - CEP 57200-000",,
,,,,,Rio Largo,Rio Grande do Sul,,Brasil,,Rua Dr. Manoel Oiticica nº 296 Bairro: Centro - Rio Largo / AL CEP: 57100-000,,
,,,,,Macapá,Rio Grande do Sul,,Brasil,,"Avenida Presidente Vargas, 341 térreo (sala 1) e 1º andar (sala 2) - Central - CEP  68900-070",,
,,,,,Macapá,Rio Grande do Sul,,Brasil,,Rodovia Juscelino Kubitschek n.º 100  - Loja nº 140 - Jardim Marco Zero -  CEP 68903-196,,
,,,,,Macapá,Rio Grande do Sul,,Brasil,,"Rua Leopoldo Machado, 2334 
Central - Macapá / AM CEP: 68906-430",,
,,,,,Santana,Rio Grande do Sul,,Brasil,,"Avenida Santana s/n, Lote urbano 401 - Antigo 21, quadra 22, setor 12 Comercial - Santana/AP - CEP 68925-076",,
,,,,,Itacoatiara,Rio Grande do Sul,,Brasil,,"Avenida Parque nº 762
Bairro: Tancredo Neves - Manaus / AM CEP: 69087-215",,
,,,,,Manaus,Rio Grande do Sul,,Brasil,,"Avenida 7 de Setembro,  1.199 - Centro - CEP 69005-141",,
,,,,,Manaus,Rio Grande do Sul,,Brasil,,"Av. Djalma Batista, 1661 - Chapada - CEP 69050-010",,
,,,,,Manaus,Rio Grande do Sul,,Brasil,,"Av Djalma Baptista, 2100 - Chapada - CEP 69050-010",,
,,,,,Manaus,Rio Grande do Sul,,Brasil,,Avenida Cosme Ferreira  nº 4605 Loja 17A - São José Operário - CEP 69085-015,,
,,,,,Manaus,Rio Grande do Sul,,Brasil,,Avenida  Autaz  Mirim nº 282 – LOJA 01 - Tancredo Neves - CEP 69087-215,,
,,,,,Manaus,Rio Grande do Sul,,Brasil,,Av. Arquiteto José Henrique Bento Rodrigues nº 3760  EC 103-G Bairro: Monte das Oliveiras - Manaus / AM CEP: 69.093-149,,
,,,,,Manaus,Rio Grande do Sul,,Brasil,,Avenida Noel Nutels nº 1762 – Loja 3105 – 1º pavimento Bairro: Cidade Nova - Manaus / AM CEP: 69.095-000,,
,,,,,Manaus,Rio Grande do Sul,,Brasil,,"Avenida Coronel Teixeira nº 5.705
Salão Comercial nº L40.3 - terceiro piso
Manaus / AM CEP: 69037-000",,
,,,,,Manaus,Rio Grande do Sul,,Brasil,,"Av. Eduardo Ribeiro, 409/413 e Joaquim Sarmento, 78, Centro - Manaus - AM - CEP 69010-000",,
,,,,,Manaus,Rio Grande do Sul,,Brasil,,"Avenida Laguna, 708 - Nova Esperança - Manaus - AM, CEP 78890-000",,
,,,,,Manaus,Rio Grande do Sul,,Brasil,,"Avenida Autaz Mirim, 6.100 - LUC 2007/2008/2009B/2010 - São José - Manaus / AM - CEP 69.085-000",,
,,,,,Manaus,Rio Grande do Sul,,Brasil,,"Rua Francisco Queiroz, 654 (antigos 47) -  Conjunto Manoa - Cidade Nova I - Manaus - AM - CEP 69090-741",,
,,,,,Parintins,Rio Grande do Sul,,Brasil,,"Praça Cristo Redentor, 2102 - Centro - Parintins - AM - CEP 69151-301",,
,,,,,Alagoinhas,Rio Grande do Sul,,Brasil,,Rua Treze de Maio n.º 107 - Centro - CEP 48005-430,,
,,,,,Amargosa,Rio Grande do Sul,,Brasil,,"Rua Benedito Almeida, 216 - Centro - Amargosa - BA - CEP 45300-000",,
,,,,,Barreiras,Rio Grande do Sul,,Brasil,,"Rua Princesa Isabel, 361 - Primavera - CEP 47803-070",,
,,,,,Brumado,Rio Grande do Sul,,Brasil,,"Rua Doutor Mário Meira, nº 147 Bairro: Centro - Brumado / BA CEP: 46100-000",,
,,,,,Camaçari,Rio Grande do Sul,,Brasil,,Rua Duque de Caxias n.º 309 CEP 42800-150,,
,,,,,Camaçari,Rio Grande do Sul,,Brasil,,"Via Parafuso s/nº, Lote 4 EUC - nº 1048 e 1049",,
,,,,,Candeias,Rio Grande do Sul,,Brasil,,Praça Doutor Gualberto Dantas Fontes n.º 138 - Centro - CEP 43805-010,,
,,,,,Catu,Rio Grande do Sul,,Brasil,,"Rua Desembargador Pedro Ribeiro Bittencourt , Centro - Catú - BA
CEP 48110-000",,
,,,,,Conceição do Coité,Rio Grande do Sul,,Brasil,,Avenida Barão  do Rio Branco  nº 39 - Bairro: Centro - Conceição do Coité / BA CEP: 48730-000,,
,,,,,Cruz das Almas,Rio Grande do Sul,,Brasil,,Rua J B da Fonseca s/nº Bairro: Centro - Cruz das Almas / BA CEP: 44380-000,,
,,,,,Dias D'Ávila,Rio Grande do Sul,,Brasil,,"Av. Brasil, 451 - Bairro: Centro - Dias D´Ávila/ BA - CEP: 42.8500-000",,
,,,,,Eunápolis,Rio Grande do Sul,,Brasil,,"Rua Porto Seguro, 615 - Centro - CEP 45820-006",,
,,,,,Feira de Santana,Rio Grande do Sul,,Brasil,,"Av. João Durval Carneiro, 3665 Loja 179 B, 1º Piso - Campo do Gado - CEP 44037-010",,
,,,,,Feira de Santana,Rio Grande do Sul,,Brasil,,"Av. Senhor dos Passos, 942 - Centro - CEP 44010-231",,
,,,,,Cruzeiro do Sul,Rondônia,,Brasil,,"Avenida Boulevard Thaumaturgo, 338 - Centro
Cruzeiro do Sul - AC - CEP 69980-000",,
,,,,,Rio Branco,Rondônia,,Brasil,,"BR-364, n.º 1707 - CEP 69914-220",,
,,,,,Rio Branco,Rondônia,,Brasil,,"Rua Rui Barbosa, 400 - Centro Rio Branco - AC - CEP 69900-084",,
,,,,,Arapiraca,Rondônia,,Brasil,,Rua Quinze de Novembro nº 67 - Centro - CEP 57300-340,,
,,,,,Arapiraca,Rondônia,,Brasil,,Rua Vicente Nunes de Albuquerque s/n. - Caititus  - CEP 57311-250,,
,,,,,Delmiro Gouveia,Rondônia,,Brasil,,"Galpão 2 na Avenida Presidente Castelo Branco, 484 - Centro - Delmiro Gouveia -  AL - CEP 57480-000",,
,,,,,Maceió,Rondônia,,Brasil,,"Rua Duque de Caxias, 1792 - Centro - CEP 57020-440",,
,,,,,Maceió,Rondônia,,Brasil,,"Rua Gustavo Paiva, 2990 - Mangabeira - CEP 57032-000",,
,,,,,Maceió,Rondônia,,Brasil,,"Avenida Fernandes Lima, 679 - Farol - CEP 57055-000",,
,,,,,Maceió,Rondônia,,Brasil,,"Av. Juca Sampaio, 2178 - Barro Duro - CEP 57045-365",,
,,,,,Maceió,Rondônia,,Brasil,,"Avenida Comendador Gustavo Paiva nº 5945 Lojas 1004, 1105 e 1006 - Cruz das Almas - CEP 57038-000",,
,,,,,Maceió,Rondônia,,Brasil,,"R. Cincinato Pinto, 167 - Centro - Maceió - AL - CEP 57020-050",,
,,,,,Maceió,Rondônia,,Brasil,,"Rua do Comércio, 173 - Térreo, primeiro andar - Centro, Maceió - AL - CEP 57020-000",,
,,,,,Cruzeiro do Sul,Acre,,Brasil,,"Avenida Boulevard Thaumaturgo, 338 - Centro
Cruzeiro do Sul - AC - CEP 69980-000",,
,,,,,Rio Branco,Acre,,Brasil,,"BR-364, n.º 1707 - CEP 69914-220",,
,,,,,Rio Branco,Acre,,Brasil,,"Rua Rui Barbosa, 400 - Centro Rio Branco - AC - CEP 69900-084",,
,,,,,Cruzeiro do Sul,Santa Catarina,,Brasil,,"Avenida Boulevard Thaumaturgo, 338 - Centro
Cruzeiro do Sul - AC - CEP 69980-000",,
,,,,,Rio Branco,Santa Catarina,,Brasil,,"BR-364, n.º 1707 - CEP 69914-220",,
,,,,,Rio Branco,Santa Catarina,,Brasil,,"Rua Rui Barbosa, 400 - Centro Rio Branco - AC - CEP 69900-084",,
,,,,,Arapiraca,Santa Catarina,,Brasil,,Rua Quinze de Novembro nº 67 - Centro - CEP 57300-340,,
,,,,,Arapiraca,Santa Catarina,,Brasil,,Rua Vicente Nunes de Albuquerque s/n. - Caititus  - CEP 57311-250,,
,,,,,Delmiro Gouveia,Santa Catarina,,Brasil,,"Galpão 2 na Avenida Presidente Castelo Branco, 484 - Centro - Delmiro Gouveia -  AL - CEP 57480-000",,
,,,,,Maceió,Santa Catarina,,Brasil,,"Rua Duque de Caxias, 1792 - Centro - CEP 57020-440",,
,,,,,Maceió,Santa Catarina,,Brasil,,"Rua Gustavo Paiva, 2990 - Mangabeira - CEP 57032-000",,
,,,,,Maceió,Santa Catarina,,Brasil,,"Avenida Fernandes Lima, 679 - Farol - CEP 57055-000",,
,,,,,Maceió,Santa Catarina,,Brasil,,"Av. Juca Sampaio, 2178 - Barro Duro - CEP 57045-365",,
,,,,,Maceió,Santa Catarina,,Brasil,,"Avenida Comendador Gustavo Paiva nº 5945 Lojas 1004, 1105 e 1006 - Cruz das Almas - CEP 57038-000",,
,,,,,Maceió,Santa Catarina,,Brasil,,"R. Cincinato Pinto, 167 - Centro - Maceió - AL - CEP 57020-050",,
,,,,,Maceió,Santa Catarina,,Brasil,,"Rua do Comércio, 173 - Térreo, primeiro andar - Centro, Maceió - AL - CEP 57020-000",,
,,,,,Penedo,Santa Catarina,,Brasil,,"Rua Joaquim Nabuco, 113 - Centro Histórico, Penedo - AL - CEP 57200-000",,
,,,,,Rio Largo,Santa Catarina,,Brasil,,Rua Dr. Manoel Oiticica nº 296 Bairro: Centro - Rio Largo / AL CEP: 57100-000,,
,,,,,Macapá,Santa Catarina,,Brasil,,"Avenida Presidente Vargas, 341 térreo (sala 1) e 1º andar (sala 2) - Central - CEP  68900-070",,
,,,,,Macapá,Santa Catarina,,Brasil,,Rodovia Juscelino Kubitschek n.º 100  - Loja nº 140 - Jardim Marco Zero -  CEP 68903-196,,
,,,,,Macapá,Santa Catarina,,Brasil,,"Rua Leopoldo Machado, 2334 
Central - Macapá / AM CEP: 68906-430",,
,,,,,Santana,Santa Catarina,,Brasil,,"Avenida Santana s/n, Lote urbano 401 - Antigo 21, quadra 22, setor 12 Comercial - Santana/AP - CEP 68925-076",,
,,,,,Itacoatiara,Santa Catarina,,Brasil,,"Avenida Parque nº 762
Bairro: Tancredo Neves - Manaus / AM CEP: 69087-215",,
